gene,mean_ovarian carcinoma,mean_atypical endometriosis,log2FC,pvalue,padj
DDIT3,3.475354926862069,3.569443993388889,-0.09408906652681992,0.46363818489113084,0.5100020033802439
DNAJC3,8.451823368586206,8.361240728,0.0905826405862058,0.6297698861050227,0.6865059118802499
IFIT1,6.9645563974137925,6.806653092166667,0.15790330524712548,0.6366433423953152,0.6878021824092244
ARFGAP1,8.317394254034483,8.385343604611112,-0.06794935057662954,0.6535047719587194,0.6997705965221686
GEMIN4,5.4925376837931035,5.523323668555556,-0.030785984762452756,0.7429232277512671,0.7885413206833625
SYVN1,8.319608962448275,8.349967207888888,-0.030358245440613274,0.8278528459931026,0.8710451683927427
KIF5B,10.787655633827589,10.810715507777777,-0.023059873950188603,0.8409745994232084,0.8712208445719938
IMP3,4.442235059517241,4.416907458555555,0.025327600961685626,0.8424201554952336,0.8712208445719938
SPCS3,9.005918266137932,8.98739665511111,0.018521611026821816,0.9249048829160691,0.9484194138376641
IGFBP1,7.504293287965517,7.433878687777778,0.07041460018773904,0.9369718316116473,0.9527192573530195
EIF2AK3,6.2414100725862065,6.2322155665,0.009194506086206644,0.9511536051059725,0.9590798851485222
FUS,9.99530108362069,10.000502201944444,-0.005201118323753917,0.9618448146690269,0.9618448146690269
